Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol_label,Timestamp,Flow Duration,IntervaloEntreFlujos,IntervaloEntreFlujos_seg
10.152.152.11-74.101.162.162-43720-51413-6,10.152.152.11,43720,74.101.162.162,51413,TCP,2016-02-23 17:18:10,18631,0 days 00:00:07,7.0
10.152.152.11-74.101.162.162-43720-51413-6,10.152.152.11,43720,74.101.162.162,51413,TCP,2016-02-23 17:18:10,18631,0 days 00:00:00,0.0
10.152.152.11-78.109.142.105-43778-51413-6,10.152.152.11,43778,78.109.142.105,51413,TCP,2016-02-23 17:18:11,91120,0 days 00:00:01,1.0
10.152.152.11-78.109.142.105-43778-51413-6,10.152.152.11,43778,78.109.142.105,51413,TCP,2016-02-23 17:18:11,91120,0 days 00:00:00,0.0
10.152.152.11-88.97.74.24-58074-51413-6,10.152.152.11,58074,88.97.74.24,51413,TCP,2016-02-23 17:18:18,4706174,0 days 00:00:07,7.0
10.152.152.11-88.97.74.24-58074-51413-6,10.152.152.11,58074,88.97.74.24,51413,TCP,2016-02-23 17:18:18,4706174,0 days 00:00:00,0.0
10.152.152.11-88.97.74.24-58074-51413-6,10.152.152.11,58074,88.97.74.24,51413,TCP,2016-02-23 17:18:23,471312,0 days 00:00:05,5.0
10.152.152.11-88.97.74.24-58074-51413-6,10.152.152.11,58074,88.97.74.24,51413,TCP,2016-02-23 17:18:23,471312,0 days 00:00:00,0.0
10.152.152.11-217.250.238.213-52125-51413-6,10.152.152.11,52125,217.250.238.213,51413,TCP,2016-02-23 17:19:04,17898292,0 days 00:00:41,41.0
10.152.152.11-217.250.238.213-52125-51413-6,10.152.152.11,52125,217.250.238.213,51413,TCP,2016-02-23 17:19:04,17898292,0 days 00:00:00,0.0
10.152.152.11-151.80.42.103-50733-51413-6,10.152.152.11,50733,151.80.42.103,51413,TCP,2016-02-23 17:19:05,27171971,0 days 00:00:01,1.0
10.152.152.11-151.80.42.103-50733-51413-6,10.152.152.11,50733,151.80.42.103,51413,TCP,2016-02-23 17:19:05,27171971,0 days 00:00:00,0.0
10.152.152.11-73.10.218.101-38916-51413-6,10.152.152.11,38916,73.10.218.101,51413,TCP,2016-02-23 17:19:12,337,0 days 00:00:07,7.0
10.152.152.11-73.10.218.101-38916-51413-6,10.152.152.11,38916,73.10.218.101,51413,TCP,2016-02-23 17:19:12,337,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-51652-51413-6,10.152.152.11,51652,104.156.227.4,51413,TCP,2016-02-23 17:19:16,428,0 days 00:00:04,4.0
10.152.152.11-62.210.142.224-33981-51413-6,10.152.152.11,33981,62.210.142.224,51413,TCP,2016-02-23 17:19:16,233,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-33981-51413-6,10.152.152.11,33981,62.210.142.224,51413,TCP,2016-02-23 17:19:16,233,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-51652-51413-6,10.152.152.11,51652,104.156.227.4,51413,TCP,2016-02-23 17:19:16,428,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-40912-51413-6,10.152.152.11,40912,217.81.12.186,51413,TCP,2016-02-23 17:19:20,32846,0 days 00:00:04,4.0
10.152.152.11-217.81.12.186-9100-51413-17,10.152.152.11,9100,217.81.12.186,51413,UDP,2016-02-23 17:19:20,9262205,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-40912-51413-6,10.152.152.11,40912,217.81.12.186,51413,TCP,2016-02-23 17:19:20,32846,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-9100-51413-17,10.152.152.11,9100,217.81.12.186,51413,UDP,2016-02-23 17:19:20,9262205,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-32985-51413-6,10.152.152.11,32985,5.146.121.107,51413,TCP,2016-02-23 17:19:21,20516,0 days 00:00:01,1.0
10.152.152.11-217.81.12.186-47276-51413-6,10.152.152.11,47276,217.81.12.186,51413,TCP,2016-02-23 17:19:21,111080096,0 days 00:00:00,0.0
10.152.152.11-5.146.121.107-32985-51413-6,10.152.152.11,32985,5.146.121.107,51413,TCP,2016-02-23 17:19:21,20516,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-47276-51413-6,10.152.152.11,47276,217.81.12.186,51413,TCP,2016-02-23 17:19:21,111080096,0 days 00:00:00,0.0
10.152.152.11-217.250.238.213-52125-51413-6,10.152.152.11,52125,217.250.238.213,51413,TCP,2016-02-23 17:19:22,50702,0 days 00:00:01,1.0
10.152.152.11-217.250.238.213-52125-51413-6,10.152.152.11,52125,217.250.238.213,51413,TCP,2016-02-23 17:19:22,50702,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-40138-51413-6,10.152.152.11,40138,136.243.19.137,51413,TCP,2016-02-23 17:19:23,17224,0 days 00:00:01,1.0
10.152.152.11-136.243.19.137-40138-51413-6,10.152.152.11,40138,136.243.19.137,51413,TCP,2016-02-23 17:19:23,17224,0 days 00:00:00,0.0
10.152.152.11-151.80.42.103-50733-51413-6,10.152.152.11,50733,151.80.42.103,51413,TCP,2016-02-23 17:19:32,24812,0 days 00:00:09,9.0
10.152.152.11-151.80.42.103-50733-51413-6,10.152.152.11,50733,151.80.42.103,51413,TCP,2016-02-23 17:19:32,24812,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-9100-51413-17,10.152.152.11,9100,93.170.123.241,51413,UDP,2016-02-23 17:21:21,9382378,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-52374-51413-6,10.152.152.11,52374,93.170.123.241,51413,TCP,2016-02-23 17:21:22,327,0 days 00:00:01,1.0
10.152.152.11-93.170.123.241-52374-51413-6,10.152.152.11,52374,93.170.123.241,51413,TCP,2016-02-23 17:21:22,327,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-40702-51413-6,10.152.152.11,40702,5.39.84.13,51413,TCP,2016-02-23 17:22:05,41245,0 days 00:00:43,43.0
10.152.152.11-5.39.84.13-40702-51413-6,10.152.152.11,40702,5.39.84.13,51413,TCP,2016-02-23 17:22:05,41245,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:22:05,92768184,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:22:05,92768184,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-47276-51413-6,10.152.152.11,47276,217.81.12.186,51413,TCP,2016-02-23 17:22:23,108299335,0 days 00:00:18,18.0
10.152.152.11-217.81.12.186-47276-51413-6,10.152.152.11,47276,217.81.12.186,51413,TCP,2016-02-23 17:22:23,108299335,0 days 00:00:00,0.0
10.152.152.11-217.81.12.186-47276-51413-6,10.152.152.11,47276,217.81.12.186,51413,TCP,2016-02-23 17:24:12,22106,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:24:26,42509060,0 days 00:00:14,14.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:24:26,42509060,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:26:26,19558900,0 days 00:00:00,0.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:26:46,49267,0 days 00:00:20,20.0
10.152.152.11-5.39.84.13-38918-51413-6,10.152.152.11,38918,5.39.84.13,51413,TCP,2016-02-23 17:26:46,49267,0 days 00:00:00,0.0
10.152.152.11-74.101.162.162-9100-51413-17,10.152.152.11,9100,74.101.162.162,51413,UDP,2016-02-23 17:30:51,9760013,0 days 00:00:00,0.0
10.152.152.11-74.101.162.162-9100-51413-17,10.152.152.11,9100,74.101.162.162,51413,UDP,2016-02-23 17:30:51,9760013,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-9100-51413-17,10.152.152.11,9100,84.249.168.120,51413,UDP,2016-02-23 17:30:51,9231484,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-9100-51413-17,10.152.152.11,9100,108.254.40.203,51413,UDP,2016-02-23 17:30:51,9763561,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-9100-51413-17,10.152.152.11,9100,108.254.40.203,51413,UDP,2016-02-23 17:30:51,9763561,0 days 00:00:00,0.0
10.152.152.11-88.199.128.23-42091-51413-6,10.152.152.11,42091,88.199.128.23,51413,TCP,2016-02-23 17:30:51,7217502,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-37674-51413-6,10.152.152.11,37674,79.152.135.174,51413,TCP,2016-02-23 17:30:51,7249254,0 days 00:00:00,0.0
10.152.152.11-88.199.128.23-42091-51413-6,10.152.152.11,42091,88.199.128.23,51413,TCP,2016-02-23 17:30:51,7217502,0 days 00:00:00,0.0
10.152.152.11-79.152.135.174-37674-51413-6,10.152.152.11,37674,79.152.135.174,51413,TCP,2016-02-23 17:30:51,7249254,0 days 00:00:00,0.0
10.152.152.11-130.111.182.45-9100-51413-17,10.152.152.11,9100,130.111.182.45,51413,UDP,2016-02-23 17:30:51,9760283,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-9100-51413-17,10.152.152.11,9100,84.249.168.120,51413,UDP,2016-02-23 17:30:51,9231484,0 days 00:00:00,0.0
10.152.152.11-84.150.96.189-9100-51413-17,10.152.152.11,9100,84.150.96.189,51413,UDP,2016-02-23 17:30:52,9307109,0 days 00:00:01,1.0
10.152.152.11-136.243.19.137-9100-51413-17,10.152.152.11,9100,136.243.19.137,51413,UDP,2016-02-23 17:30:52,9306306,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-9100-51413-17,10.152.152.11,9100,92.72.239.140,51413,UDP,2016-02-23 17:30:52,9303498,0 days 00:00:00,0.0
10.152.152.11-130.111.182.45-53504-51413-6,10.152.152.11,53504,130.111.182.45,51413,TCP,2016-02-23 17:30:52,115062509,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-9100-51413-17,10.152.152.11,9100,92.72.239.140,51413,UDP,2016-02-23 17:30:52,9303498,0 days 00:00:00,0.0
10.152.152.11-80.235.82.40-9100-51413-17,10.152.152.11,9100,80.235.82.40,51413,UDP,2016-02-23 17:30:52,9303283,0 days 00:00:00,0.0
10.152.152.11-84.150.96.189-9100-51413-17,10.152.152.11,9100,84.150.96.189,51413,UDP,2016-02-23 17:30:52,9307109,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-35650-51413-6,10.152.152.11,35650,84.249.168.120,51413,TCP,2016-02-23 17:30:52,621725,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-9100-51413-17,10.152.152.11,9100,136.243.19.137,51413,UDP,2016-02-23 17:30:52,9306306,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-9100-51413-17,10.152.152.11,9100,72.223.96.164,51413,UDP,2016-02-23 17:30:52,9302637,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-37127-51413-6,10.152.152.11,37127,108.254.40.203,51413,TCP,2016-02-23 17:30:52,7343655,0 days 00:00:00,0.0
10.152.152.11-80.235.82.40-9100-51413-17,10.152.152.11,9100,80.235.82.40,51413,UDP,2016-02-23 17:30:52,9303283,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-9100-51413-17,10.152.152.11,9100,72.223.96.164,51413,UDP,2016-02-23 17:30:52,9302637,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-9100-51413-17,10.152.152.11,9100,62.210.142.224,51413,UDP,2016-02-23 17:30:52,9306119,0 days 00:00:00,0.0
10.152.152.11-74.101.162.162-55024-51413-6,10.152.152.11,55024,74.101.162.162,51413,TCP,2016-02-23 17:30:52,7341311,0 days 00:00:00,0.0
10.152.152.11-108.254.40.203-37127-51413-6,10.152.152.11,37127,108.254.40.203,51413,TCP,2016-02-23 17:30:52,7343655,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-35650-51413-6,10.152.152.11,35650,84.249.168.120,51413,TCP,2016-02-23 17:30:52,621725,0 days 00:00:00,0.0
10.152.152.11-130.111.182.45-53504-51413-6,10.152.152.11,53504,130.111.182.45,51413,TCP,2016-02-23 17:30:52,115062509,0 days 00:00:00,0.0
10.152.152.11-74.101.162.162-55024-51413-6,10.152.152.11,55024,74.101.162.162,51413,TCP,2016-02-23 17:30:52,7341311,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-9100-51413-17,10.152.152.11,9100,62.210.142.224,51413,UDP,2016-02-23 17:30:52,9306119,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-9100-51413-17,10.152.152.11,9100,87.114.93.46,51413,UDP,2016-02-23 17:30:53,9398195,0 days 00:00:01,1.0
10.152.152.11-84.249.168.120-35650-51413-6,10.152.152.11,35650,84.249.168.120,51413,TCP,2016-02-23 17:30:53,556501,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-9100-51413-17,10.152.152.11,9100,87.114.93.46,51413,UDP,2016-02-23 17:30:53,9398195,0 days 00:00:00,0.0
10.152.152.11-77.72.146.172-9100-51413-17,10.152.152.11,9100,77.72.146.172,51413,UDP,2016-02-23 17:30:53,9385113,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-49436-51413-6,10.152.152.11,49436,62.210.142.224,51413,TCP,2016-02-23 17:30:53,92562243,0 days 00:00:00,0.0
10.152.152.11-96.93.190.69-9100-51413-17,10.152.152.11,9100,96.93.190.69,51413,UDP,2016-02-23 17:30:53,9400099,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-9100-51413-17,10.152.152.11,9100,104.156.227.4,51413,UDP,2016-02-23 17:30:53,9387998,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-9100-51413-17,10.152.152.11,9100,104.156.227.4,51413,UDP,2016-02-23 17:30:53,9387998,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-9100-51413-17,10.152.152.11,9100,93.170.123.241,51413,UDP,2016-02-23 17:30:53,9388652,0 days 00:00:00,0.0
10.152.152.11-80.235.82.40-59906-51413-6,10.152.152.11,59906,80.235.82.40,51413,TCP,2016-02-23 17:30:53,95778260,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-9100-51413-17,10.152.152.11,9100,93.170.123.241,51413,UDP,2016-02-23 17:30:53,9388652,0 days 00:00:00,0.0
10.152.152.11-84.150.96.189-40399-51413-6,10.152.152.11,40399,84.150.96.189,51413,TCP,2016-02-23 17:30:53,7275476,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-9100-51413-17,10.152.152.11,9100,141.219.198.22,51413,UDP,2016-02-23 17:30:53,9396590,0 days 00:00:00,0.0
10.152.152.11-77.72.146.172-9100-51413-17,10.152.152.11,9100,77.72.146.172,51413,UDP,2016-02-23 17:30:53,9385113,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-9100-51413-17,10.152.152.11,9100,141.219.198.22,51413,UDP,2016-02-23 17:30:53,9396590,0 days 00:00:00,0.0
10.152.152.11-80.235.82.40-59906-51413-6,10.152.152.11,59906,80.235.82.40,51413,TCP,2016-02-23 17:30:53,95778260,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-43612-51413-6,10.152.152.11,43612,72.223.96.164,51413,TCP,2016-02-23 17:30:53,110915994,0 days 00:00:00,0.0
10.152.152.11-64.251.188.25-53278-51413-6,10.152.152.11,53278,64.251.188.25,51413,TCP,2016-02-23 17:30:53,111425428,0 days 00:00:00,0.0
10.152.152.11-94.21.112.110-9100-51413-17,10.152.152.11,9100,94.21.112.110,51413,UDP,2016-02-23 17:30:53,9394494,0 days 00:00:00,0.0
10.152.152.11-62.210.142.224-49436-51413-6,10.152.152.11,49436,62.210.142.224,51413,TCP,2016-02-23 17:30:53,92562243,0 days 00:00:00,0.0
10.152.152.11-84.150.96.189-40399-51413-6,10.152.152.11,40399,84.150.96.189,51413,TCP,2016-02-23 17:30:53,7275476,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-40273-51413-6,10.152.152.11,40273,136.243.19.137,51413,TCP,2016-02-23 17:30:53,119387872,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-45847-51413-6,10.152.152.11,45847,92.72.239.140,51413,TCP,2016-02-23 17:30:53,623327,0 days 00:00:00,0.0
10.152.152.11-96.93.190.69-9100-51413-17,10.152.152.11,9100,96.93.190.69,51413,UDP,2016-02-23 17:30:53,9400099,0 days 00:00:00,0.0
10.152.152.11-72.223.96.164-43612-51413-6,10.152.152.11,43612,72.223.96.164,51413,TCP,2016-02-23 17:30:53,110915994,0 days 00:00:00,0.0
10.152.152.11-84.249.168.120-35650-51413-6,10.152.152.11,35650,84.249.168.120,51413,TCP,2016-02-23 17:30:53,556501,0 days 00:00:00,0.0
10.152.152.11-136.243.19.137-40273-51413-6,10.152.152.11,40273,136.243.19.137,51413,TCP,2016-02-23 17:30:53,119387872,0 days 00:00:00,0.0
10.152.152.11-94.21.112.110-9100-51413-17,10.152.152.11,9100,94.21.112.110,51413,UDP,2016-02-23 17:30:53,9394494,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-45847-51413-6,10.152.152.11,45847,92.72.239.140,51413,TCP,2016-02-23 17:30:53,623327,0 days 00:00:00,0.0
10.152.152.11-64.251.188.25-53278-51413-6,10.152.152.11,53278,64.251.188.25,51413,TCP,2016-02-23 17:30:53,111425428,0 days 00:00:00,0.0
10.152.152.11-87.114.93.46-58074-51413-6,10.152.152.11,58074,87.114.93.46,51413,TCP,2016-02-23 17:30:54,569804,0 days 00:00:01,1.0
10.152.152.11-80.71.131.244-58458-51413-6,10.152.152.11,58458,80.71.131.244,51413,TCP,2016-02-23 17:30:54,92870678,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-49181-51413-6,10.152.152.11,49181,104.156.227.4,51413,TCP,2016-02-23 17:30:54,92180282,0 days 00:00:00,0.0
10.152.152.11-151.80.42.103-35175-51413-6,10.152.152.11,35175,151.80.42.103,51413,TCP,2016-02-23 17:30:54,92354329,0 days 00:00:00,0.0
10.152.152.11-73.10.218.101-59605-51413-6,10.152.152.11,59605,73.10.218.101,51413,TCP,2016-02-23 17:30:54,92590148,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-42655-51413-6,10.152.152.11,42655,141.219.198.22,51413,TCP,2016-02-23 17:30:54,136688,0 days 00:00:00,0.0
10.152.152.11-109.194.173.217-59837-51413-6,10.152.152.11,59837,109.194.173.217,51413,TCP,2016-02-23 17:30:54,92611603,0 days 00:00:00,0.0
10.152.152.11-96.93.190.69-48982-51413-6,10.152.152.11,48982,96.93.190.69,51413,TCP,2016-02-23 17:30:54,7205349,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-57161-51413-6,10.152.152.11,57161,93.170.123.241,51413,TCP,2016-02-23 17:30:54,92459152,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-42655-51413-6,10.152.152.11,42655,141.219.198.22,51413,TCP,2016-02-23 17:30:54,505351,0 days 00:00:00,0.0
10.152.152.11-104.156.227.4-49181-51413-6,10.152.152.11,49181,104.156.227.4,51413,TCP,2016-02-23 17:30:54,92180282,0 days 00:00:00,0.0
10.152.152.11-92.72.239.140-45847-51413-6,10.152.152.11,45847,92.72.239.140,51413,TCP,2016-02-23 17:30:54,517048,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-42655-51413-6,10.152.152.11,42655,141.219.198.22,51413,TCP,2016-02-23 17:30:54,136688,0 days 00:00:00,0.0
10.152.152.11-50.82.164.116-34003-51413-6,10.152.152.11,34003,50.82.164.116,51413,TCP,2016-02-23 17:30:54,1515,0 days 00:00:00,0.0
10.152.152.11-50.82.164.116-34003-51413-6,10.152.152.11,34003,50.82.164.116,51413,TCP,2016-02-23 17:30:54,316718,0 days 00:00:00,0.0
10.152.152.11-96.93.190.69-48982-51413-6,10.152.152.11,48982,96.93.190.69,51413,TCP,2016-02-23 17:30:54,7205349,0 days 00:00:00,0.0
10.152.152.11-93.170.123.241-57161-51413-6,10.152.152.11,57161,93.170.123.241,51413,TCP,2016-02-23 17:30:54,92459152,0 days 00:00:00,0.0
10.152.152.11-77.72.146.172-51293-51413-6,10.152.152.11,51293,77.72.146.172,51413,TCP,2016-02-23 17:30:54,7226407,0 days 00:00:00,0.0
10.152.152.11-50.82.164.116-34003-51413-6,10.152.152.11,34003,50.82.164.116,51413,TCP,2016-02-23 17:30:54,1515,0 days 00:00:00,0.0
10.152.152.11-109.194.173.217-59837-51413-6,10.152.152.11,59837,109.194.173.217,51413,TCP,2016-02-23 17:30:54,92611603,0 days 00:00:00,0.0
10.152.152.11-50.82.164.116-34003-51413-6,10.152.152.11,34003,50.82.164.116,51413,TCP,2016-02-23 17:30:54,316718,0 days 00:00:00,0.0
10.152.152.11-141.219.198.22-42655-51413-6,10.152.152.11,42655,141.219.198.22,51413,TCP,2016-02-23 17:30:54,505351,0 days 00:00:00,0.0
